date,region,language,keyword,impressions,clicks,page_load_time_sec,conversions,revenue_usd
2026-04-23,US,EN,best marathon sneakers,9290,443,1.37,8,556.06
2026-04-24,APAC,ZH,耐磨网球鞋,916,26,10.29,0,0.0
2026-04-05,US,EN,running shoes online,6462,170,1.87,2,194.72
2026-01-25,US,EN,running shoes online,19896,442,5.92,3,216.9
2026-05-12,APAC,ZH,耐磨网球鞋,6073,182,2.35,1,85.0
2026-06-28,APAC,ZH,cross-border sports sneakers,8339,339,5.0,1,86.45
2026-05-19,APAC,ZH,cross-border sports sneakers,19798,794,7.79,3,241.12
2026-05-25,US,EN,discount sports shoes,14498,1003,1.45,25,1993.82
2026-04-18,APAC,JP,耐磨网球鞋,2494,49,1.62,0,0.0
2026-03-10,US,EN,running shoes online,14569,986,1.36,22,2534.62
2026-03-25,APAC,ZH,東京 マラソン 靴,3250,161,1.74,2,204.54
2026-06-06,US,EN,running shoes online,18415,1043,0.75,40,3689.88
2026-03-26,APAC,EN,ランニングシューズ 評価,17670,360,3.35,2,215.97
2026-04-29,US,EN,buy gym shoes,16063,622,1.02,13,1031.4
2026-03-13,US,EN,buy gym shoes,14751,996,0.76,40,3176.77
2026-01-20,US,EN,discount sports shoes,15994,501,0.69,21,1876.29
2026-01-27,US,EN,best marathon sneakers,9972,755,0.91,26,2154.91
2026-01-08,APAC,EN,東京 マラソン 靴,10235,217,3.96,1,68.81
2026-03-26,APAC,ZH,跑步鞋推荐2026,6358,132,1.95,1,90.23
2026-03-02,APAC,JP,耐磨网球鞋,809,21,4.91,0,0.0
2026-06-05,APAC,EN,東京 マラソン 靴,19751,532,1.49,6,523.76
2026-01-03,US,EN,best marathon sneakers,15882,615,0.81,23,2165.72
2026-01-07,APAC,EN,跑步鞋推荐2026,7881,323,6.56,1,92.04
2026-01-04,US,EN,affordable athletic footwear,5511,211,0.75,6,658.3
2026-05-13,US,EN,buy gym shoes,2252,156,0.66,4,312.21
2026-05-19,US,EN,best marathon sneakers,6657,368,2.51,4,309.93
2026-05-05,US,EN,running shoes online,6427,262,0.89,7,541.55
2026-01-15,US,EN,running shoes online,15945,1077,1.1,30,2982.79
2026-01-13,US,EN,buy gym shoes,12551,446,4.77,4,346.18
2026-04-28,US,EN,best marathon sneakers,17595,1043,0.56,51,4871.3
2026-01-07,US,EN,buy gym shoes,11816,675,0.98,16,1264.53
2026-04-14,APAC,EN,ランニングシューズ 評価,12581,355,1.74,4,279.34
2026-01-06,US,EN,running shoes online,12826,383,1.24,8,634.9
2026-03-05,APAC,JP,東京 マラソン 靴,10277,433,15.28,0,0.0
2026-06-27,US,EN,buy gym shoes,5512,370,1.79,8,373.79
2026-01-30,US,EN,running shoes online,15058,930,1.19,22,1626.58
2026-01-22,APAC,EN,ランニングシューズ 評価,9624,318,4.67,1,82.48
2026-06-02,US,EN,discount sports shoes,4347,223,2.04,3,238.85
2026-06-05,APAC,ZH,跑步鞋推荐2026,7527,348,2.46,2,138.2
2026-04-28,US,EN,running shoes online,1506,42,1.26,0,0.0
2026-03-25,US,EN,discount sports shoes,15651,628,4.07,5,401.96
2026-06-16,US,EN,affordable athletic footwear,1646,91,2.8,1,94.37
2026-05-13,APAC,ZH,耐磨网球鞋,4847,157,1.46,1,102.94
2026-05-23,US,EN,best marathon sneakers,12441,634,6.04,4,332.7
2026-03-31,US,EN,affordable athletic footwear,18249,1383,1.44,39,3140.98
2026-06-17,US,EN,affordable athletic footwear,9782,625,0.68,27,2034.05
2026-05-01,APAC,ZH,耐磨网球鞋,11796,585,2.02,4,268.73
2026-04-16,US,EN,buy gym shoes,2716,130,3.57,1,78.83
2026-03-10,APAC,EN,cross-border sports sneakers,1855,54,3.87,0,0.0
2026-04-05,APAC,ZH,ランニングシューズ 評価,18229,599,2.38,5,472.53
2026-03-18,APAC,EN,跑步鞋推荐2026,11511,395,2.09,3,290.29
2026-06-20,APAC,ZH,跑步鞋推荐2026,4215,70,2.78,0,0.0
2026-01-01,APAC,JP,東京 マラソン 靴,16045,271,2.87,2,181.46
2026-05-30,APAC,ZH,ランニングシューズ 評価,11019,373,6.1,1,97.54
2026-03-03,APAC,JP,cross-border sports sneakers,5156,142,4.57,0,0.0
2026-06-03,US,EN,running shoes online,15771,770,1.95,16,1376.7
2026-01-18,US,EN,buy gym shoes,7839,567,0.71,21,1287.42
2026-02-17,US,EN,running shoes online,16848,446,1.86,7,621.37
2026-05-17,US,EN,buy gym shoes,16637,1201,6.23,7,595.94
2026-01-01,US,EN,best marathon sneakers,6192,337,4.04,2,153.89
2026-05-17,US,EN,best marathon sneakers,4380,276,2.44,5,409.41
2026-05-31,US,EN,affordable athletic footwear,6195,309,0.89,9,729.67
2026-04-17,APAC,JP,耐磨网球鞋,11302,385,11.72,1,86.39
2026-06-22,US,EN,best marathon sneakers,18390,1257,1.67,25,2603.43
2026-05-10,US,EN,discount sports shoes,5883,296,0.83,11,963.81
2026-05-22,US,EN,discount sports shoes,7769,401,0.52,17,1657.74
2026-02-07,US,EN,running shoes online,16941,983,2.55,15,1495.31
2026-02-09,APAC,ZH,耐磨网球鞋,6976,261,6.14,1,83.99
2026-03-23,APAC,EN,耐磨网球鞋,11444,394,2.88,3,204.55
2026-01-16,US,EN,best marathon sneakers,12303,801,0.51,31,2298.47
2026-05-07,US,EN,affordable athletic footwear,1088,30,1.08,1,85.4
2026-04-27,APAC,JP,跑步鞋推荐2026,8735,384,5.25,1,86.49
2026-04-03,APAC,ZH,ランニングシューズ 評価,16633,345,7.22,1,98.02
2026-05-14,US,EN,affordable athletic footwear,16242,1123,1.13,23,1323.72
2026-01-03,APAC,ZH,cross-border sports sneakers,1898,84,6.48,0,0.0
2026-01-14,APAC,ZH,ランニングシューズ 評価,10547,208,1.87,1,76.06
2026-03-07,US,EN,running shoes online,18525,859,0.69,25,1736.37
2026-04-05,US,EN,discount sports shoes,15625,385,2.06,7,661.07
2026-03-27,US,EN,buy gym shoes,2243,66,0.65,2,160.47
2026-04-24,US,EN,buy gym shoes,1389,73,0.96,2,172.72
2026-06-08,APAC,EN,跑步鞋推荐2026,7447,231,14.31,0,0.0
2026-06-10,US,EN,affordable athletic footwear,11521,243,1.82,4,339.63
2026-05-09,US,EN,affordable athletic footwear,8792,621,2.9,8,1012.36
2026-06-21,US,EN,discount sports shoes,911,24,1.34,0,0.0
2026-01-15,US,EN,best marathon sneakers,17609,989,6.78,5,452.24
2026-02-06,APAC,EN,耐磨网球鞋,5001,98,3.15,0,0.0
2026-06-04,APAC,EN,耐磨网球鞋,16391,381,7.46,1,90.99
2026-06-25,US,EN,discount sports shoes,19192,1094,3.06,17,1442.31
2026-01-27,APAC,ZH,cross-border sports sneakers,1848,90,4.99,0,0.0
2026-01-12,US,EN,discount sports shoes,8780,395,0.75,16,1179.64
2026-03-08,US,EN,discount sports shoes,11293,434,0.76,18,1528.99
2026-01-30,US,EN,best marathon sneakers,17286,936,1.19,33,3174.62
2026-04-06,US,EN,running shoes online,18840,1492,1.5,29,2728.47
2026-05-15,APAC,ZH,跑步鞋推荐2026,16549,270,3.19,2,172.59
2026-02-03,US,EN,buy gym shoes,15813,373,1.08,12,1098.36
2026-02-01,APAC,ZH,東京 マラソン 靴,15729,468,1.87,4,356.05
2026-04-27,APAC,JP,跑步鞋推荐2026,14573,585,2.11,4,193.78
2026-02-08,APAC,ZH,東京 マラソン 靴,16443,631,13.58,1,91.53
2026-04-06,US,EN,running shoes online,11997,645,3.34,10,689.96
2026-06-20,APAC,ZH,跑步鞋推荐2026,11571,424,3.38,2,173.06
2026-06-20,US,EN,best marathon sneakers,7855,246,3.06,2,217.89
2026-05-11,US,EN,affordable athletic footwear,2374,63,3.64,0,0.0
2026-06-23,APAC,EN,耐磨网球鞋,7678,162,2.13,1,94.14
2026-06-09,APAC,ZH,跑步鞋推荐2026,6433,125,2.24,1,120.16
2026-02-12,APAC,JP,耐磨网球鞋,8665,399,14.51,0,0.0
2026-03-22,US,EN,discount sports shoes,4526,296,2.57,4,323.26
2026-01-03,APAC,ZH,跑步鞋推荐2026,1602,45,8.18,0,0.0
2026-03-15,APAC,ZH,ランニングシューズ 評価,1072,30,2.09,0,0.0
2026-04-27,APAC,EN,耐磨网球鞋,18354,407,7.37,1,85.0
2026-03-04,US,EN,affordable athletic footwear,16314,1185,3.21,14,1253.62
2026-04-21,APAC,EN,跑步鞋推荐2026,6110,248,1.25,3,247.24
2026-02-09,APAC,ZH,耐磨网球鞋,3298,114,10.58,0,0.0
2026-01-18,APAC,JP,跑步鞋推荐2026,17012,433,4.0,2,175.41
2026-03-08,APAC,JP,耐磨网球鞋,17849,555,6.57,2,143.78
2026-04-13,APAC,EN,東京 マラソン 靴,7774,198,2.86,1,82.66
2026-05-18,APAC,ZH,跑步鞋推荐2026,18407,456,6.91,1,81.38
2026-06-29,US,EN,running shoes online,15078,526,2.23,10,818.82
2026-02-15,APAC,JP,東京 マラソン 靴,15844,521,3.28,4,327.8
2026-02-24,US,EN,best marathon sneakers,15271,767,10.12,4,480.9
2026-06-23,APAC,JP,跑步鞋推荐2026,16966,673,1.61,7,589.62
2026-03-16,US,EN,buy gym shoes,9262,319,1.98,4,349.28
2026-04-07,APAC,JP,ランニングシューズ 評価,3992,159,8.74,0,0.0
2026-01-26,APAC,ZH,cross-border sports sneakers,13367,644,14.29,0,0.0
2026-06-04,US,EN,running shoes online,6450,201,0.63,5,442.44
2026-06-15,US,EN,discount sports shoes,1343,84,4.82,0,0.0
2026-01-22,US,EN,affordable athletic footwear,17682,1385,0.86,31,3001.82
2026-01-26,US,EN,discount sports shoes,7494,433,1.53,8,778.73
2026-06-12,US,EN,running shoes online,15780,855,6.3,5,348.85
2026-03-14,APAC,ZH,cross-border sports sneakers,15597,408,5.86,2,148.6
2026-04-25,US,EN,affordable athletic footwear,15220,438,3.43,5,473.08
2026-02-20,APAC,ZH,東京 マラソン 靴,1190,51,6.11,0,0.0
2026-04-23,APAC,JP,cross-border sports sneakers,10080,233,4.48,1,108.88
2026-05-26,US,EN,running shoes online,19347,987,1.95,16,1128.28
2026-06-20,APAC,JP,ランニングシューズ 評価,4696,178,1.99,2,115.78
2026-01-12,APAC,EN,跑步鞋推荐2026,3288,55,4.49,0,0.0
2026-01-03,APAC,ZH,耐磨网球鞋,6147,286,10.07,0,0.0
2026-04-30,US,EN,buy gym shoes,11850,545,5.85,3,237.66
2026-05-15,US,EN,best marathon sneakers,6629,254,1.22,7,735.68
2026-05-14,US,EN,running shoes online,5410,388,1.37,8,646.31
2026-03-23,US,EN,best marathon sneakers,12488,927,2.09,12,1109.11
2026-02-14,US,EN,discount sports shoes,1314,75,1.72,1,79.78
2026-05-07,APAC,JP,東京 マラソン 靴,19597,483,3.75,3,261.93
2026-03-27,US,EN,buy gym shoes,2116,81,0.91,2,173.88
2026-04-25,US,EN,best marathon sneakers,5504,180,3.95,2,136.01
2026-06-16,US,EN,affordable athletic footwear,13382,536,2.16,12,1016.48
2026-06-28,APAC,JP,cross-border sports sneakers,12682,358,2.4,2,179.67
2026-01-09,US,EN,buy gym shoes,3144,168,1.04,4,396.09
2026-05-31,APAC,JP,ランニングシューズ 評価,12132,579,3.57,4,359.61
2026-01-12,US,EN,affordable athletic footwear,5636,335,2.11,6,612.89
2026-04-26,APAC,ZH,ランニングシューズ 評価,3185,114,8.47,0,0.0
2026-03-29,US,EN,running shoes online,7294,412,2.35,7,510.19
2026-03-03,US,EN,buy gym shoes,12414,495,2.34,10,970.29
2026-04-14,US,EN,discount sports shoes,8176,271,0.53,13,955.43
2026-03-14,APAC,EN,ランニングシューズ 評価,8192,248,4.94,0,0.0
2026-03-18,APAC,JP,耐磨网球鞋,6554,144,2.83,0,0.0
2026-02-09,APAC,JP,跑步鞋推荐2026,10827,406,4.11,2,198.56
2026-05-15,US,EN,discount sports shoes,13876,663,1.83,14,798.41
2026-01-17,US,EN,running shoes online,12259,496,1.31,14,1021.72
2026-04-29,APAC,EN,耐磨网球鞋,5414,262,6.23,1,71.49
2026-05-06,US,EN,best marathon sneakers,5056,198,1.98,3,251.3
2026-06-27,US,EN,affordable athletic footwear,15162,941,3.57,10,810.5
2026-01-24,US,EN,running shoes online,9058,498,0.67,18,1153.68
2026-01-02,APAC,JP,cross-border sports sneakers,11450,536,2.49,4,407.17
2026-04-02,US,EN,buy gym shoes,19961,406,3.83,6,309.73
2026-06-10,APAC,ZH,跑步鞋推荐2026,8637,422,8.74,1,90.33
2026-05-29,US,EN,running shoes online,8556,464,3.99,4,273.1
2026-04-27,APAC,ZH,跑步鞋推荐2026,11264,268,13.83,0,0.0
2026-02-22,US,EN,affordable athletic footwear,17836,703,0.77,29,2767.88
2026-02-15,APAC,JP,跑步鞋推荐2026,3550,64,2.37,0,0.0
2026-02-14,US,EN,buy gym shoes,16783,890,0.75,35,2568.66
2026-01-09,APAC,ZH,跑步鞋推荐2026,738,21,2.88,0,0.0
2026-01-06,APAC,EN,跑步鞋推荐2026,8253,207,2.98,1,113.71
2026-02-20,APAC,JP,ランニングシューズ 評価,7444,143,1.41,1,81.24
2026-04-29,US,EN,buy gym shoes,13057,533,4.92,5,374.74
2026-02-04,US,EN,affordable athletic footwear,7966,588,3.25,7,621.24
2026-03-23,US,EN,discount sports shoes,9766,261,9.24,1,79.73
2026-05-27,APAC,EN,東京 マラソン 靴,10151,383,3.16,2,166.36
2026-01-25,US,EN,affordable athletic footwear,11229,273,0.73,9,802.01
2026-05-19,APAC,JP,cross-border sports sneakers,16767,590,4.75,3,229.84
2026-01-17,APAC,ZH,跑步鞋推荐2026,3100,50,4.74,0,0.0
2026-02-05,US,EN,discount sports shoes,4769,138,0.63,5,496.69
2026-04-06,US,EN,buy gym shoes,3411,102,0.52,4,374.81
2026-01-21,US,EN,buy gym shoes,19867,1213,1.81,21,1609.92
2026-01-18,US,EN,best marathon sneakers,17188,1136,1.94,21,1953.91
2026-05-26,US,EN,running shoes online,17059,1363,1.43,33,2512.95
2026-01-01,APAC,ZH,東京 マラソン 靴,16879,348,4.05,2,123.09
2026-05-22,APAC,EN,跑步鞋推荐2026,5674,165,6.08,0,0.0
2026-05-16,APAC,ZH,東京 マラソン 靴,9924,262,13.57,0,0.0
2026-02-20,US,EN,buy gym shoes,4799,139,0.83,5,372.76
2026-03-20,APAC,JP,跑步鞋推荐2026,10169,177,1.63,2,119.75
2026-06-11,US,EN,buy gym shoes,11245,373,4.99,3,207.36
2026-02-05,US,EN,running shoes online,14979,758,1.26,16,1691.64
2026-03-03,APAC,ZH,cross-border sports sneakers,15934,431,4.76,1,71.7
2026-05-09,US,EN,affordable athletic footwear,13946,859,1.73,14,1099.46
2026-03-26,APAC,ZH,跑步鞋推荐2026,4052,110,4.02,0,0.0
2026-02-11,US,EN,affordable athletic footwear,19856,871,0.89,30,2850.95
2026-01-01,APAC,ZH,耐磨网球鞋,2016,52,3.88,0,0.0
2026-02-23,APAC,EN,跑步鞋推荐2026,15550,724,4.88,2,149.39
2026-06-24,US,EN,buy gym shoes,5843,120,1.0,3,188.96
2026-04-10,APAC,ZH,耐磨网球鞋,9820,296,5.48,1,81.39
2026-02-08,US,EN,discount sports shoes,8540,518,0.55,15,1422.18
2026-06-07,US,EN,buy gym shoes,17590,752,4.05,7,641.69
2026-01-07,APAC,JP,東京 マラソン 靴,1362,64,1.92,0,0.0
2026-05-30,US,EN,buy gym shoes,18672,888,0.63,34,3035.67
2026-05-01,US,EN,best marathon sneakers,14853,315,1.42,7,670.59
2026-06-27,APAC,JP,ランニングシューズ 評価,3726,153,1.54,1,88.5
2026-02-14,APAC,ZH,ランニングシューズ 評価,1223,19,11.69,0,0.0
2026-03-15,US,EN,running shoes online,4088,284,1.47,8,862.38
2026-04-30,US,EN,affordable athletic footwear,10348,471,0.64,19,1514.21
2026-03-13,US,EN,running shoes online,1783,94,3.38,1,93.5
2026-05-18,APAC,JP,跑步鞋推荐2026,1013,46,2.89,0,0.0
2026-05-22,APAC,ZH,跑步鞋推荐2026,2658,112,2.99,0,0.0
2026-02-15,US,EN,best marathon sneakers,1872,59,0.75,2,231.54
2026-05-03,US,EN,discount sports shoes,1284,95,2.6,1,95.49
2026-04-28,US,EN,running shoes online,15492,405,0.84,9,786.77
2026-03-16,US,EN,affordable athletic footwear,14662,390,2.17,5,479.19
2026-01-06,US,EN,discount sports shoes,12428,540,1.7,13,1231.82
2026-01-21,APAC,JP,ランニングシューズ 評価,1797,72,4.93,0,0.0
2026-05-27,US,EN,running shoes online,4810,210,4.05,2,155.54
2026-04-13,US,EN,buy gym shoes,15962,434,0.84,15,1488.34
2026-03-29,US,EN,buy gym shoes,7509,504,1.08,15,1272.38
2026-04-09,APAC,ZH,耐磨网球鞋,8372,200,3.88,0,0.0
2026-03-03,APAC,ZH,跑步鞋推荐2026,13908,658,1.78,5,332.1
2026-04-17,US,EN,discount sports shoes,2005,127,3.99,1,59.51
2026-03-24,US,EN,best marathon sneakers,9996,714,1.22,22,1069.07
2026-06-01,US,EN,discount sports shoes,12356,513,4.19,6,435.53
2026-02-25,APAC,EN,cross-border sports sneakers,10730,171,5.29,0,0.0
2026-06-11,US,EN,discount sports shoes,14174,880,1.57,15,1323.83
2026-01-22,US,EN,best marathon sneakers,4532,300,0.73,10,808.94
2026-03-09,APAC,ZH,耐磨网球鞋,15784,294,2.84,2,127.86
2026-01-10,US,EN,affordable athletic footwear,3935,196,2.13,3,153.64
2026-03-07,APAC,EN,ランニングシューズ 評価,7778,209,2.48,1,83.06
2026-01-08,US,EN,running shoes online,5267,119,1.4,3,179.93
2026-05-03,US,EN,best marathon sneakers,10646,816,3.67,8,762.49
2026-02-07,US,EN,running shoes online,14555,804,0.73,27,2393.9
2026-05-03,US,EN,running shoes online,14745,378,1.26,10,918.53
2026-03-03,US,EN,running shoes online,13539,276,2.75,5,547.86
2026-06-05,APAC,ZH,耐磨网球鞋,10570,256,4.03,1,80.14
2026-05-18,US,EN,buy gym shoes,18629,1205,4.4,13,977.53
2026-02-14,US,EN,buy gym shoes,9553,381,1.26,10,769.11
2026-03-06,APAC,JP,ランニングシューズ 評価,18308,694,11.34,2,177.17
2026-03-08,APAC,EN,東京 マラソン 靴,6207,222,3.91,1,82.06
2026-05-17,APAC,JP,東京 マラソン 靴,12704,602,5.2,2,154.06
2026-05-13,APAC,ZH,跑步鞋推荐2026,16948,417,8.42,1,101.24
2026-04-16,US,EN,running shoes online,19535,701,0.99,17,1399.0
2026-05-18,US,EN,discount sports shoes,9619,398,0.54,13,1024.67
2026-05-20,US,EN,running shoes online,11433,721,1.06,23,2030.23
2026-03-23,APAC,ZH,cross-border sports sneakers,12920,406,1.77,5,387.28
2026-02-27,US,EN,affordable athletic footwear,9197,579,1.54,10,728.81
2026-05-29,APAC,EN,東京 マラソン 靴,7061,120,10.66,0,0.0
2026-05-29,US,EN,affordable athletic footwear,17969,1345,3.08,16,1144.67
2026-05-11,US,EN,running shoes online,19061,1170,3.76,16,1158.65
2026-03-10,APAC,EN,ランニングシューズ 評価,8587,187,9.05,0,0.0
2026-03-30,US,EN,best marathon sneakers,5149,183,0.88,4,357.94
2026-03-05,APAC,ZH,東京 マラソン 靴,2681,112,2.31,1,80.71
2026-06-26,APAC,ZH,東京 マラソン 靴,19272,685,12.84,1,76.45
2026-03-13,US,EN,best marathon sneakers,12118,523,0.81,19,2001.79
2026-01-17,APAC,JP,跑步鞋推荐2026,16776,705,3.2,5,563.13
2026-03-14,US,EN,discount sports shoes,8652,491,9.02,2,173.94
2026-06-09,US,EN,discount sports shoes,18533,782,1.09,27,2678.2
2026-03-11,APAC,ZH,東京 マラソン 靴,17036,533,1.49,7,557.14
2026-04-23,APAC,ZH,耐磨网球鞋,1208,26,4.76,0,0.0
2026-01-21,APAC,ZH,耐磨网球鞋,11372,555,1.22,8,557.49
2026-05-15,APAC,EN,cross-border sports sneakers,5855,210,6.03,0,0.0
2026-01-07,APAC,ZH,東京 マラソン 靴,19152,484,4.57,2,115.63
2026-04-21,US,EN,affordable athletic footwear,1151,24,1.57,0,0.0
2026-01-27,US,EN,discount sports shoes,11450,681,3.8,8,573.01
2026-01-08,APAC,JP,東京 マラソン 靴,15539,574,2.65,4,348.91
2026-01-28,APAC,EN,東京 マラソン 靴,8773,299,6.29,1,98.29
2026-02-16,US,EN,best marathon sneakers,2041,134,0.76,4,318.42
2026-03-27,US,EN,best marathon sneakers,9853,313,0.95,8,512.2
2026-01-10,US,EN,running shoes online,18120,590,0.56,19,1762.52
2026-04-24,APAC,ZH,跑步鞋推荐2026,5812,239,5.08,0,0.0
2026-02-02,US,EN,running shoes online,11447,377,1.11,9,878.4
2026-05-15,APAC,ZH,cross-border sports sneakers,18469,472,1.21,6,453.0
2026-05-11,US,EN,discount sports shoes,12044,363,1.66,10,621.36
2026-01-14,APAC,ZH,跑步鞋推荐2026,8887,211,3.58,1,77.17
2026-06-21,APAC,ZH,cross-border sports sneakers,13368,256,1.8,3,273.08
2026-02-15,US,EN,running shoes online,2066,72,1.22,1,88.44
2026-03-02,US,EN,affordable athletic footwear,11152,783,2.17,14,1394.2
2026-06-13,US,EN,best marathon sneakers,12065,840,0.75,22,1989.77
2026-01-13,APAC,ZH,跑步鞋推荐2026,9773,353,2.4,3,243.69
2026-01-16,US,EN,discount sports shoes,16407,1064,0.76,28,2002.7
2026-05-13,US,EN,running shoes online,2165,154,1.21,4,319.53
2026-02-07,US,EN,best marathon sneakers,11466,330,1.73,6,715.43
2026-06-27,US,EN,buy gym shoes,10460,417,4.05,4,359.19
2026-02-07,US,EN,best marathon sneakers,8235,485,3.66,5,331.07
2026-04-13,APAC,EN,ランニングシューズ 評価,4130,149,9.1,0,0.0
2026-02-25,APAC,ZH,跑步鞋推荐2026,1069,28,3.35,0,0.0
2026-03-04,US,EN,affordable athletic footwear,12312,649,3.53,6,517.78
2026-04-30,US,EN,running shoes online,1303,42,3.15,0,0.0
2026-02-17,APAC,EN,跑步鞋推荐2026,14777,693,8.68,1,106.13
2026-04-15,US,EN,discount sports shoes,17631,377,0.6,12,1091.34
2026-02-28,US,EN,best marathon sneakers,7631,471,1.25,10,871.21
2026-03-18,APAC,ZH,東京 マラソン 靴,4918,227,8.41,0,0.0
2026-06-21,APAC,JP,跑步鞋推荐2026,9796,235,5.52,1,73.63
2026-05-07,APAC,JP,東京 マラソン 靴,10605,162,4.79,0,0.0
2026-02-24,APAC,JP,跑步鞋推荐2026,8642,426,6.7,1,88.87
2026-02-24,US,EN,running shoes online,3071,74,0.92,1,59.77
2026-05-09,US,EN,running shoes online,5349,168,0.52,5,389.55
2026-05-16,US,EN,buy gym shoes,9485,269,1.64,5,436.7
2026-05-07,US,EN,discount sports shoes,10534,409,2.03,7,431.24
2026-05-12,US,EN,discount sports shoes,4895,309,4.16,4,264.63
2026-03-26,US,EN,best marathon sneakers,8481,546,0.82,18,2066.29
2026-04-25,APAC,JP,跑步鞋推荐2026,15446,386,11.94,0,0.0
2026-02-27,APAC,JP,cross-border sports sneakers,1655,36,4.47,0,0.0
2026-02-06,US,EN,discount sports shoes,11435,624,4.21,9,764.88
2026-02-18,APAC,ZH,耐磨网球鞋,620,18,5.08,0,0.0
2026-03-08,US,EN,discount sports shoes,15683,516,4.22,6,412.5
2026-01-19,APAC,ZH,耐磨网球鞋,6042,133,7.52,0,0.0
2026-05-09,US,EN,running shoes online,6445,391,4.06,3,253.91
2026-01-29,US,EN,affordable athletic footwear,5627,236,2.41,3,252.05
2026-03-28,APAC,JP,cross-border sports sneakers,3269,51,11.03,0,0.0
2026-02-02,US,EN,running shoes online,17623,1234,1.78,29,2802.54
2026-04-29,US,EN,best marathon sneakers,12269,528,2.35,10,763.99
2026-06-29,APAC,EN,ランニングシューズ 評価,12779,212,7.79,0,0.0
2026-06-18,APAC,ZH,耐磨网球鞋,3301,70,4.31,0,0.0
2026-05-31,US,EN,best marathon sneakers,18328,997,0.9,34,2428.18
2026-05-13,APAC,ZH,東京 マラソン 靴,6948,328,7.5,0,0.0
2026-03-12,APAC,ZH,跑步鞋推荐2026,15945,793,3.95,5,535.06
2026-05-14,US,EN,buy gym shoes,6644,238,1.03,6,291.39
2026-06-26,US,EN,best marathon sneakers,11128,788,1.09,26,1669.1
2026-01-22,APAC,ZH,跑步鞋推荐2026,14719,549,17.06,0,0.0
2026-03-18,APAC,JP,耐磨网球鞋,2101,99,21.33,0,0.0
2026-01-04,US,EN,discount sports shoes,650,18,3.32,0,0.0
2026-03-13,US,EN,discount sports shoes,5241,417,0.87,15,1265.71
2026-06-14,APAC,EN,耐磨网球鞋,18271,358,10.06,0,0.0
2026-06-08,APAC,JP,cross-border sports sneakers,19058,305,19.96,0,0.0
2026-06-14,US,EN,discount sports shoes,4108,256,0.74,10,800.21
2026-05-08,US,EN,best marathon sneakers,12591,565,0.85,23,2425.83
2026-02-14,US,EN,buy gym shoes,13313,580,0.62,20,1494.71
2026-05-16,APAC,ZH,ランニングシューズ 評価,2891,130,15.91,0,0.0
2026-06-17,APAC,ZH,ランニングシューズ 評価,12750,617,4.23,3,253.01
2026-04-03,APAC,JP,東京 マラソン 靴,9553,397,2.94,3,224.79
2026-01-05,US,EN,affordable athletic footwear,15619,859,2.01,19,1915.71
2026-06-05,US,EN,running shoes online,3516,202,1.06,6,560.15
2026-04-14,US,EN,affordable athletic footwear,16125,443,2.74,5,373.13
2026-03-22,APAC,ZH,跑步鞋推荐2026,5143,237,8.52,0,0.0
2026-03-28,US,EN,buy gym shoes,13137,939,1.57,21,1331.58
2026-05-17,US,EN,running shoes online,14946,1168,4.27,14,1062.24
2026-05-10,US,EN,affordable athletic footwear,15500,742,2.24,12,670.02
2026-03-04,APAC,ZH,ランニングシューズ 評価,15554,756,2.0,6,410.53
2026-02-20,US,EN,discount sports shoes,1692,119,0.61,3,212.67
2026-04-26,US,EN,buy gym shoes,3173,126,1.89,2,196.41
2026-04-23,APAC,JP,ランニングシューズ 評価,7516,177,7.8,0,0.0
2026-01-31,APAC,ZH,cross-border sports sneakers,831,26,4.16,0,0.0
2026-01-07,US,EN,affordable athletic footwear,7288,523,0.72,14,1411.55
2026-06-07,APAC,EN,跑步鞋推荐2026,14965,441,1.92,4,306.02
2026-01-03,US,EN,running shoes online,8140,263,2.68,5,347.82
2026-02-20,US,EN,affordable athletic footwear,11946,261,1.56,4,335.21
2026-02-25,US,EN,running shoes online,10274,791,2.83,9,519.32
2026-03-14,APAC,JP,耐磨网球鞋,5017,250,5.74,1,67.84
2026-01-10,APAC,JP,東京 マラソン 靴,15028,738,5.77,3,227.3
2026-03-02,US,EN,affordable athletic footwear,17011,372,3.14,3,257.72
2026-02-19,APAC,ZH,東京 マラソン 靴,10945,245,4.52,1,81.43
2026-05-02,US,EN,discount sports shoes,14732,881,0.62,34,3415.76
2026-06-24,APAC,EN,cross-border sports sneakers,16585,451,2.3,4,447.53
2026-01-01,US,EN,discount sports shoes,11340,514,1.62,14,1133.92
2026-02-07,APAC,ZH,耐磨网球鞋,6085,115,1.75,1,68.96
2026-03-20,US,EN,buy gym shoes,17061,970,1.53,27,2498.11
2026-03-30,US,EN,discount sports shoes,4320,317,0.56,15,1298.56
2026-03-23,US,EN,discount sports shoes,10452,305,0.73,9,596.8
2026-03-08,US,EN,buy gym shoes,2382,68,10.34,0,0.0
2026-01-17,US,EN,running shoes online,733,46,1.15,1,65.24
2026-05-07,US,EN,affordable athletic footwear,13325,431,2.25,8,680.0
2026-04-22,US,EN,running shoes online,18778,532,2.01,9,742.98
2026-05-16,US,EN,buy gym shoes,13218,706,0.85,25,1681.22
2026-03-01,US,EN,affordable athletic footwear,8346,432,9.44,2,187.9
2026-02-09,US,EN,discount sports shoes,957,40,0.51,1,82.57
2026-03-30,US,EN,affordable athletic footwear,6931,155,0.54,5,458.58
